start_ip,end_ip,join_key,name,domain,type,asn,as_name,as_domain,as_type,country,
12.153.162.192,12.153.163.23,12.153.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.52.173.158,122.52.173.158,122.52.0.0,SMEGNT2014040152868_CENTER FOR CULINARY ARTS MANILA,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
104.153.136.208,104.153.136.215,104.153.0.0,GOCO TECHNOLOGY LIMITED PARTNERSHIP,radiant.net,isp,AS21724,GOCO TECHNOLOGY LIMITED PARTNERSHIP,radiant.net,isp,,
122.225.61.188,122.225.61.191,122.225.0.0,CHINANET-ZJ Jiaxing node network,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
122.227.215.156,122.227.215.159,122.227.0.0,Dongfan Village Committee,zjtelecom.com,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
12.176.88.152,12.176.88.159,12.176.0.0,"HERRERO BUILDERS, INC.",herrero.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.105.73.172,124.105.73.172,124.105.0.0,"46-4022855_COB-AMBAGAN, JOSEPHINE L-CUST.SERV.ASST.",pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
108.176.41.96,108.176.41.103,108.176.0.0,Charter Communications Inc,spectrum.com,isp,AS11351,Charter Communications Inc,charter.com,isp,US,
122.227.171.36,122.227.171.39,122.227.0.0,"Zhejiang He Hui Textile Co., Ltd.",zjtelecom.com,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
116.228.9.164,116.228.9.167,116.228.0.0,"Japan Xibeiruo International Co., Ltd. Shanghai Rep. Office",online.sh.cn,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN,
109.168.42.180,109.168.42.183,109.168.0.0,2C SERVICE SRL . - 6277393,irideos.it,hosting,AS5602,IRIDEOS S.P.A.,irideos.it,hosting,IT,
12.226.176.96,12.226.176.143,12.226.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.228.27.128,122.228.27.223,122.228.0.0,"Wangsu Internet CO.,LTD",hz.zj.cn,business,AS134771,"WENZHOU, ZHEJIANG Province, P.R.China.",chinatelecom.cn,isp,CN,
121.50.209.32,121.50.209.39,121.50.0.0,AIS1 Netblock Assignment,onthenet.com.au,isp,AS9313,Network Technology (AUST) P/L,onthenet.com.au,isp,AU,
124.105.43.102,124.105.43.102,124.105.0.0,ATI16-122015-12190_Apollo Technologies Incorporated,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.156.249.40,12.156.249.47,12.156.0.0,SWISSPORT FUELING OF NEV.,swissport.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.3.11.140,122.3.11.140,122.3.0.0,2-5671955_LIFE IS GOOD INC.,lifeisgood.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.145.26.224,12.145.26.231,12.145.0.0,HARBOR READY-MIX,harborreadymix.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
119.93.26.124,119.93.26.124,119.93.0.0,CBGBCR2022021184974_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.150.134.24,12.150.134.31,12.150.0.0,ATT MOBILITY,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
104.224.2.64,104.224.2.223,104.224.0.0,Zayo Bandwidth,zayo.com,isp,AS6461,Zayo Bandwidth,zayo.com,isp,US,
121.97.68.0,121.97.68.31,121.97.0.0,BayanTel Broadband - ATC_Colegio_de_San_Juan_de_Letran,bayantel.com.ph,education,AS6648,"Bayan Telecommunications, Inc.",globe.com.ph,isp,PH,
12.216.91.168,12.216.91.183,12.216.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.208.0.0,107.208.3.255,107.208.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.152.42.230,107.152.42.230,107.152.0.0,Personal Use,user.vn,hosting,AS11878,"tzulo, inc.",tzulo.com,hosting,,
12.36.140.8,12.36.140.15,12.36.0.0,HATCH STAMPING COMPANY,hatchstamping.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.170.212.200,12.170.212.207,12.170.0.0,ATT MOBILITY,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.3.13.42,122.3.13.42,122.3.0.0,18-3269753_ROWENA RITZEL A ONG  change ip,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.186.100.24,122.186.100.31,122.186.0.0,ALLIANT TECHNOLOGIESAJAY,alliant.co.in,business,AS9498,BHARTI Airtel Ltd.,airtel.in,isp,IN,
123.7.24.9,123.7.24.9,123.7.0.0,"RuNan ShuYaHu Bureaux,",zz.ha.cn,business,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
12.39.22.192,12.39.22.199,12.39.0.0,CIGAR WERKS,cigarwerks.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.58.173.176,108.58.173.183,108.58.0.0,Static IP Services,cv.net,business,AS6128,Cablevision Systems Corp.,cablevision.com,isp,US,
12.193.149.48,12.193.149.55,12.193.0.0,PILOT FREIGHT SERVICES,pilotdelivers.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
104.189.172.64,104.189.172.71,104.189.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
116.202.122.176,116.202.122.183,116.202.0.0,HOS-140947,hetzner.com,hosting,AS24940,Hetzner Online GmbH,hetzner.de,hosting,DE,
117.240.176.16,117.240.177.78,117.240.0.0,NIB (National Internet Backbone),bsnl.co.in,isp,AS9829,National Internet Backbone,bsnl.co.in,isp,IN,
117.239.153.176,117.239.153.183,117.239.0.0,TRAVANCORE MATS & MATTING COMPANY,travancore-co.com,business,AS9829,National Internet Backbone,bsnl.co.in,isp,IN,
12.155.84.0,12.155.84.255,12.155.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.178.97.56,107.178.97.79,107.178.0.0,Input Output Flood LLC,ioflood.com,hosting,AS53755,Input Output Flood LLC,ioflood.com,hosting,US,
12.218.121.40,12.218.121.47,12.218.0.0,TREEHOUSE FOODS INC,treehousefoods.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.3.47.40,122.3.47.40,122.3.0.0,2-5551754_FIL-WORLD CARGO SERVPORATED,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
115.239.246.24,115.239.246.27,115.239.0.0,ZhongJieNengHuanBao,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
109.7.48.144,109.7.48.151,109.7.0.0,Static IP,irts-bretagne.fr,business,AS15557,Societe Francaise Du Radiotelephone - SFR SA,sfr.fr,isp,FR,
115.239.166.128,115.239.166.131,115.239.0.0,CHINANET-ZJ Shaoxing node network,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
115.239.177.168,115.239.177.171,115.239.0.0,JianGongJiTuan,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
108.254.240.208,108.254.240.215,108.254.0.0,ENRAY INC-121015145541,enray.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
119.93.9.150,119.93.9.150,119.93.0.0,SMELAL2018062999462_SOLOMON'S HOTEL,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.24.31.168,12.24.31.175,12.24.0.0,PUTNAM GENERAL HOSPITAL,putnamgeneral.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
118.174.20.84,118.174.20.87,118.174.0.0,"Banarunothai_School,Sam Sen Province",ntplc.co.th,education,AS131293,TOT Public Company Limited,tot.co.th,isp,TH,
115.147.28.135,115.147.28.135,115.147.0.0,SMESJB2021051044642_WAR40893892_ENTERPRISE CLIENT,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
113.28.160.208,113.28.160.223,113.28.0.0,ANANTARA VACATION CLUB (HK) LIMITED,pccw.com,isp,AS4515,HKT Limited,hkt-enterprise.com,isp,HK,
119.93.230.72,119.93.230.79,119.93.0.0,2-4036834_SEOP ASIA,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
108.202.29.24,108.202.29.31,108.202.0.0,ACN INC-161209133322,acn.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.45.43.96,12.45.43.103,12.45.0.0,ARGUS TECHNICAL SERVICES,argus-tech.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.226.12.204,122.226.12.207,122.226.0.0,ceziyongcunchuanchang,mailzj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
103.229.93.0,103.229.93.255,103.229.0.0,CPE Addresses of TSCTCL-TH,,business,AS56050,134 Yenchit Road,,isp,TH,
12.17.233.136,12.17.233.143,12.17.0.0,STATE OF MICHIGAN,michigan.gov,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.211.8.120,12.211.8.127,12.211.0.0,BRANCH STRUCTURAL SOLUTIONS LL,branchstructuralsolutions.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.52.239.253,122.52.239.253,122.52.0.0,495020007_AMA COMPUTER COLLEGE - CALAMBA,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
115.238.65.224,115.238.65.231,115.238.0.0,"Zhejiang Kunlun New Energy Development Co., Ltd.",hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
122.226.45.140,122.226.45.143,122.226.0.0,CHINANET-ZJ Jinhua node network,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
12.111.143.16,12.111.143.23,12.111.0.0,JULIOS UNCLE CORPORATION,unclejulios.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.51.102.40,12.51.102.47,12.51.0.0,PROJECT STAY INC,projectstay.org,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
119.92.157.54,119.92.157.67,119.92.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
113.38.6.0,113.38.6.159,113.38.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
122.2.47.56,122.2.47.56,122.2.0.0,83-5521094_JEAN ALIMOJANID,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.226.52.104,122.226.52.107,122.226.0.0,Panan county city moving picture agency,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
122.3.167.251,122.3.167.251,122.3.0.0,CBGTYS2017060196587_ALL FINANCIAL SERVICES INC.,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.206.29.56,12.206.29.63,12.206.0.0,SURTECO USA INC.,surteco.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.24.85.192,12.24.85.207,12.24.0.0,TEGNA INC,tegna.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.36.140.200,12.36.140.207,12.36.0.0,DELPHI AUTOMOTIVE,delphi.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.15.33.48,12.15.33.55,12.15.0.0,US VENTURE INC,usventure.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.230.140.96,12.230.140.111,12.230.0.0,SOUTHERN TELECOMMUNICATIONS C,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
113.38.112.148,113.38.112.149,113.38.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
12.6.86.72,12.6.86.79,12.6.0.0,CHARTER COMMUNICATIONS,spectrum.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
121.28.169.104,121.28.169.111,121.28.0.0,Hebei Donghua chemical industry corporation,chinaunicom.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
124.106.119.202,124.106.119.202,124.106.0.0,CBGQPO2013071247612_OFFICE OF THE PRESIDENT,president.go.kr,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
104.59.26.48,104.59.26.63,104.59.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.35.184.104,12.35.184.111,12.35.0.0,CB RICHARD ELLIS INC.,cbre.us,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.68.101.104,12.68.101.111,12.68.0.0,GOLLOTT FORWARDING,ironcastle.co,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.3.37.63,122.3.37.63,122.3.0.0,18-3350090_DZE-RI INTERNET HAUZ,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
108.252.41.192,108.252.41.199,108.252.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.224.157.104,122.224.157.107,122.224.0.0,Fuyang Third People's Hospital,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
113.53.239.168,113.53.239.171,113.53.0.0,"Racha-Resort-CO-Ltd, Phuket",ntplc.co.th,business,AS131293,TOT Public Company Limited,tot.co.th,isp,TH,
107.130.216.104,107.130.216.111,107.130.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.180.108.0,108.180.111.255,108.180.0.0,TELUS-FIBRE-VANCBC06,telus.com,isp,AS852,TELUS Communications Inc.,telus.com,isp,CA,
12.202.214.104,12.202.214.111,12.202.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.106.233.22,124.106.233.22,124.106.0.0,SMELAO2021010465471_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
113.36.247.32,113.36.247.127,113.36.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
12.173.69.32,12.173.69.39,12.173.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.149.225.104,12.149.225.111,12.149.0.0,"SHARP LOAN, INC.",mysl.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
121.200.61.80,121.200.61.95,121.200.0.0,CNS Rahat Tower Gulshan,drikict.net,isp,AS55828,Drik ICT Ltd,drikict.net,isp,BD,
107.153.4.64,107.153.7.255,107.153.0.0,"NTT PC Communications, Inc.",nttpc.co.jp,isp,AS2514,"NTT PC Communications, Inc.",nttpc.co.jp,isp,,
12.161.206.96,12.161.206.127,12.161.0.0,IQC INC-WBA-F,iqcconsulting.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
103.129.204.0,103.129.204.255,103.129.0.0,Canara Bank,canarabank.com,business,AS137670,Canara Bank,canarabank.com,business,IN,
115.147.13.115,115.147.13.115,115.147.0.0,SMEMEY2019021125763_WAR40695451 _ENTERPRISE CLIENT,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
119.92.142.164,119.92.142.164,119.92.0.0,SMEILO2019100925510_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.227.240.216,122.227.240.219,122.227.0.0,"Yuyao Zhaojin Printing Equipment Manufacturing Co.,Ltd",chaojin.com,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
12.26.210.40,12.26.210.47,12.26.0.0,GREENLEE PARTNERS LLC,greenleepartners.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.227.134.80,122.227.134.87,122.227.0.0,Yinzhou Yatai Tianyi Internet Bar,hz.zj.cn,isp,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
122.3.172.3,122.3.172.3,122.3.0.0,82-2974405_DJ BYTES CYBER CAFE,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
103.139.131.80,103.139.131.95,103.139.0.0,Administrative Services, LLC,administrativeservicesllc.com,business,AS6461,Zayo Bandwidth,zayo.com,isp,JP
102.102.0.0,102.102.255.255,102.102.0.0,2G/3G/4G Mobile Costumers,orange.com,isp,AS36925,MEDITELECOM,orange.ma,isp,MA,
1.33.199.184,1.33.199.191,1.33.0.0,"NTT PC Communications, Inc.",nttpc.co.jp,isp,AS2514,"NTT PC Communications, Inc.",nttpc.co.jp,isp,JP,
107.194.243.56,107.194.243.63,107.194.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
100.46.244.0,100.46.245.255,100.46.0.0,"Wayport, LLC",att.com,isp,AS14654,"Wayport, LLC",wayport.net,isp,US,
113.32.137.64,113.32.137.127,113.32.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
122.55.222.184,122.55.222.191,122.55.0.0,1-13GC3H8_GLOBAL TELECOM SERVICES B.V. (GLOBALINTERNET),pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.218.146.176,12.218.146.183,12.218.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
109.107.150.0,109.107.150.255,109.107.0.0,Code200,code200.global,business,AS201341,"trafficforce, UAB",trafficforce.lt,isp,DE,
12.46.45.208,12.46.45.215,12.46.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.54.181.95,122.54.181.95,122.54.0.0,SMEGUA2017071420437_SSHH INTERNET CAFE,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
107.213.253.224,107.213.253.231,107.213.0.0,MIAN AHMED01292013170207023,linksimmigration.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
110.74.57.224,110.74.57.239,110.74.0.0,Japan Medical Association Center For Clinical Trials,med.or.jp,business,AS10013,"FreeBit Co.,Ltd.",freebit.com,isp,JP,
107.202.96.0,107.202.96.15,107.202.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.215.189.96,12.215.189.103,12.215.0.0,ONEAL STEEL INC.,onealsteel.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.226.208.152,122.226.208.159,122.226.0.0,"Yiwu Venture Incubator Co., Ltd. Zhejiang University",hz.zj.cn,education,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
123.127.214.184,123.127.214.191,123.127.0.0,BGS,bgs.com.cn,business,AS4808,China Unicom Beijing Province Network,chinaunicom.cn,isp,CN,
120.133.0.0,120.133.255.255,120.133.0.0,"21ViaNet(China),Inc.",vnet.com,business,AS4835,China Telecom (Group),chinatelecom.com.cn,isp,CN,
12.130.33.72,12.130.33.79,12.130.0.0,Sapient Corporation,publicissapient.com,business,AS17225,AT&T Enhanced Network Services,attens.com,business,US,
104.177.87.224,104.177.87.239,104.177.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
109.68.188.184,109.68.188.187,109.68.0.0,"object-DMITRIYAULIANOVA31, client-OOO Fortajd Energo",tel.ru,isp,AS31430,OOO Suntel,tel.ru,isp,RU,
107.223.61.64,107.223.61.103,107.223.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.226.63.24,122.226.63.27,122.226.0.0,Pujiangxian Panzhai Zhongxinxiaoxue,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
12.49.74.200,12.49.74.207,12.49.0.0,INDIANA ASSOCIATION OF REHABIL,inarf.org,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.233.194.24,108.233.194.39,108.233.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.18.146.80,12.18.146.95,12.18.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
120.128.16.0,120.128.255.255,120.128.0.0,"Tnetcn communication Technology Co.,Ltd",vnet.com,business,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
124.105.249.179,124.105.249.179,124.105.0.0,2-4706438_2KM CYBER CAFE,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
115.147.17.85,115.147.17.85,115.147.0.0,SMETBX2021080241697_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.18.149.56,12.18.149.63,12.18.0.0,NTT GLOBAL NETWORKSCO TEOCO,nttglobal.net,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.7.71.0,107.7.71.31,107.7.0.0,INDEX COMPUTER REMARKETING,indexcomputer.com,business,AS7029,Windstream Communications LLC,windstream.com,isp,US,
109.2.198.220,109.2.198.223,109.2.0.0,Static IP,sfr.fr,isp,AS15557,Societe Francaise Du Radiotelephone - SFR SA,sfr.fr,isp,FR,
12.5.215.224,12.5.220.255,12.5.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.179.89.248,12.179.89.255,12.179.0.0,MITEL NETWORKS CORPORATIONS -,mitel.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.44.33.80,12.44.33.87,12.44.0.0,QRC VALVE,qrcvalves.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.106.55.50,124.106.55.50,124.106.0.0,SMEALM2021110362476_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
113.37.108.208,113.37.108.215,113.37.0.0,OTSUKA CORPORATION,otsuka-shokai.co.jp,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
108.223.122.160,108.223.122.175,108.223.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.175.38.144,12.175.38.151,12.175.0.0,OMNICOM GROUP INC,omnicomgroup.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
104.183.214.136,104.183.214.143,104.183.0.0,Ellen Mann,ellenini.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.166.231.176,12.166.231.183,12.166.0.0,ATOSA CATERING EQUIPMENT,atosa.de,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.227.187.144,122.227.187.147,122.227.0.0,Ningbo Zhenhai Telecom,nbtelecom.com,isp,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
124.105.90.104,124.105.90.111,124.105.0.0,2-8549314_PEOPLES AIRCARGO AND WAREHOUSECO INC,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
108.61.27.248,108.61.27.255,108.61.0.0,GameServers.com,gameservers.com,business,AS20473,"The Constant Company, LLC",constant.com,hosting,US,
116.12.156.144,116.12.156.151,116.12.0.0,SingNet,singnet.com.sg,isp,AS3758,SingNet,singnet.com.sg,isp,SG,
103.8.163.101,103.8.163.102,103.8.0.0,Jabatan Kerja Raya Malaysia,jkrsolar-ims.com.my,business,AS17564,GITN (M) Sdn. Bhd.,gitn.com.my,isp,MY,
122.224.3.24,122.224.3.27,122.224.0.0,Zhejiang Baofang Mianma Yinran Ltd,sxptt.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
12.238.216.136,12.238.216.143,12.238.0.0,SCP DISTRIBUTORS,scppools.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.106.27.126,124.106.27.126,124.106.0.0,SMEGTS2016092730095_YSA SKIN CARE CORPORATION,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
113.149.228.96,113.149.228.159,113.149.0.0,"Jupiter Telecommunications Co., Ltd",jcom.co.jp,isp,AS2516,KDDI CORPORATION,kddi.com,isp,JP,
124.106.213.233,124.106.213.233,124.106.0.0,SMEZAM2020102752386_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.49.103.32,12.49.103.39,12.49.0.0,JGLOBAL ENERGY,jglobalenergy.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
119.93.40.176,119.93.40.183,119.93.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
123.138.20.0,123.138.21.255,123.138.0.0,shanxi_IDC,169cnc.com,business,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
116.236.227.56,116.236.227.99,116.236.0.0,CHINANET Shanghai province network,chinatelecom.cn,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN,
118.175.90.3,118.175.90.3,118.175.0.0,TOT PLC Broadband CustomerID 042249423 Thailand,tot.co.th,isp,AS23969,TOT Public Company Limited,ntplc.co.th,isp,TH,
103.202.217.128,103.202.217.159,103.202.0.0,Home NOC Operators Group,homenoc.ad.jp,business,AS59105,Home NOC Operators Group,homenoc.ad.jp,business,JP,
12.107.235.40,12.107.235.47,12.107.0.0,COMMONWEALTH HEALTH CORP,chc.net,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.194.199.0,122.194.199.255,122.194.0.0,"PIZHOU-COM,XUZHOU,JIANGSU Province",chinaunicom.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
116.236.211.252,116.236.211.255,116.236.0.0,"Guangdong South City Newspaper Management Co., Ltd.",online.sh.cn,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN,
124.105.224.50,124.105.224.50,124.105.0.0,SMEBDO2019050306022_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
103.155.242.0,103.155.243.255,103.155.0.0,FORSYTH BARR LIMITED,forsythbarr.co.nz,business,AS4768,Vodafone NZ Ltd,vodafone.com,isp,NZ,
107.223.84.152,107.223.84.167,107.223.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.209.146.24,12.209.146.31,12.209.0.0,FIRST NATIONAL BANK OF BA,fnbbastrop.bank,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.147.148.16,12.147.148.31,12.147.0.0,FARMERS COOPERATIVE COMPRESS,farmerscompress.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
119.93.126.241,119.93.126.241,119.93.0.0,CBGCKL2018050978415_RESTO PORT CORPORATION-CLARK,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
117.239.247.240,117.239.248.35,117.239.0.0,NIB (National Internet Backbone),bsnl.co.in,isp,AS9829,National Internet Backbone,bsnl.co.in,isp,IN,
122.227.85.8,122.227.85.11,122.227.0.0,Friendly Coming Netbar,qzptt.zj.cn,isp,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
