start_ip,end_ip,join_key,asn,domain,name,type,country
2804:40e8:c000::,2804:40e8:ffff:ffff:ffff:ffff:ffff:ffff,2804:40e8:c000::,AS265990,speednetms.com.br,SPEEDNET TECNOLOGIA DIGITAL LTDA-ME,business,BR
2a02:e247:c000::,2a02:e247:ffff:ffff:ffff:ffff:ffff:ffff,2a02:e247:c000::,AS20676,plusnet.de,Plusnet GmbH,isp,DE
2400:227b:c000::,2400:227b:ffff:ffff:ffff:ffff:ffff:ffff,2400:227b:c000::,AS17676,softbank.jp,Softbank BB Corp.,isp,JP
2800:26fd:4000::,2800:26fd:7fff:ffff:ffff:ffff:ffff:ffff,2800:26fd:4000::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
2003:183c:8000::,2003:183c:bfff:ffff:ffff:ffff:ffff:ffff,2003:183c:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2603:f7fd:c000::,2603:f7fd:ffff:ffff:ffff:ffff:ffff:ffff,2603:f7fd:c000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
2001:51dc::,2001:51dc:3fff:ffff:ffff:ffff:ffff:ffff,2001:51dc::,AS1273,vodafone.com,Vodafone Group PLC,isp,EU
240c:cde2:8000::,240c:cde2:bfff:ffff:ffff:ffff:ffff:ffff,240c:cde2:8000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
2400:2c38::,2400:2c38:3fff:ffff:ffff:ffff:ffff:ffff,2400:2c38::,AS17676,softbank.jp,Softbank BB Corp.,isp,JP
2408:60b1:c000::,2408:60b1:ffff:ffff:ffff:ffff:ffff:ffff,2408:60b1:c000::,AS9814,fibrlink.com,"Beijing FibrLINK Networks Co.,Ltd.",isp,CN
2003:19f3::,2003:19f3:3fff:ffff:ffff:ffff:ffff:ffff,2003:19f3::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2603:f18d:4000::,2603:f18d:7fff:ffff:ffff:ffff:ffff:ffff,2603:f18d:4000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
163.162.89.0,163.162.255.255,163.162.0.0,AS5609,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
2a02:91ed::,2a02:91ed:3fff:ffff:ffff:ffff:ffff:ffff,2a02:91ed::,AS3352,movistar.es,TELEFONICA DE ESPANA S.A.U.,isp,ES
240e:d46::,240e:d46:3fff:ffff:ffff:ffff:ffff:ffff,240e:d46::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
240a:ad6c:8000::,240a:ad6c:bfff:ffff:ffff:ffff:ffff:ffff,240a:ad6c:8000::,AS146086,,,inactive,
2001:4000:4000::,2001:4000:7fff:ffff:ffff:ffff:ffff:ffff,2001:4000:4000::,AS8565,bluegix.com,BLUEGIX SASU,business,FR
124.119.247.0,124.119.255.255,124.119.0.0,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
2001:b02::,2001:b02:3fff:ffff:ffff:ffff:ffff:ffff,2001:b02::,AS12874,fastweb.it,Fastweb SpA,isp,IT
240e:48e:c000::,240e:48e:ffff:ffff:ffff:ffff:ffff:ffff,240e:48e:c000::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
240a:c5ce:4000::,240a:c5ce:7fff:ffff:ffff:ffff:ffff:ffff,240a:c5ce:4000::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
2620:e8:c000::,2620:e8:c000:ffff:ffff:ffff:ffff:ffff,2620:e8:c000::,AS394545,wrike.com,"Wrike, Inc.",business,US
2003:8c6:8000::,2003:8c6:bfff:ffff:ffff:ffff:ffff:ffff,2003:8c6:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
207.191.122.0,207.191.122.255,207.191.0.0,AS46413,fulair.com,"Fulair, LLC",business,US
2001:466a:c000::,2001:466a:ffff:ffff:ffff:ffff:ffff:ffff,2001:466a:c000::,AS2119,telenor.no,Telenor Norge AS,isp,NO
2800:2cfb::,2800:2cfb:3fff:ffff:ffff:ffff:ffff:ffff,2800:2cfb::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
240a:ac64::,240a:ac64:3fff:ffff:ffff:ffff:ffff:ffff,240a:ac64::,AS145822,,,inactive,
2c0e:2bcf:4000::,2c0e:2bcf:7fff:ffff:ffff:ffff:ffff:ffff,2c0e:2bcf:4000::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
216.128.208.0,216.128.223.255,216.128.0.0,AS7896,unl.edu,University of Nebraska-Lincoln,education,US
189.202.64.0,189.202.95.255,189.202.0.0,AS28554,izzi.mx,Cablemas Telecomunicaciones SA de CV,isp,MX
77.221.131.0,77.221.159.255,77.221.0.0,AS30968,infobox.ru,OOO National Telecommunications,isp,RU
2a0b:41c4:4000::,2a0b:41c4:7fff:ffff:ffff:ffff:ffff:ffff,2a0b:41c4:4000::,AS30781,jaguar-network.com,Jaguar Network SAS,hosting,FR
2001:890e:4000::,2001:890e:7fff:ffff:ffff:ffff:ffff:ffff,2001:890e:4000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
91.250.254.0,91.250.255.255,91.250.0.0,AS39737,primetelecom.ro,Net Vision Telecom SRL,isp,RO
109.230.213.0,109.230.213.255,109.230.0.0,AS44592,skylink-data-center.nl,SkyLink Data Center BV,hosting,NL
2409:8a8c:4000::,2409:8a8c:7fff:ffff:ffff:ffff:ffff:ffff,2409:8a8c:4000::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
2a00:7ee0::,2a00:7ee0:3:ffff:ffff:ffff:ffff:ffff,2a00:7ee0::,AS16347,adista.fr,ADISTA SAS,isp,FR
2408:80da::,2408:80da:3fff:ffff:ffff:ffff:ffff:ffff,2408:80da::,AS17816,chinaunicom.cn,China Unicom  IP network China169 Guangdong province,isp,CN
2600:14e6:c000::,2600:14e6:ffff:ffff:ffff:ffff:ffff:ffff,2600:14e6:c000::,AS20940,akamai.com,Akamai International B.V.,isp,NL
2a00:63c6:8000::,2a00:63c6:bfff:ffff:ffff:ffff:ffff:ffff,2a00:63c6:8000::,AS44133,ipax.at,IPAX OG,business,AT
2409:8e25:8000::,2409:8e25:bfff:ffff:ffff:ffff:ffff:ffff,2409:8e25:8000::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
2603:f84f:8000::,2603:f84f:bfff:ffff:ffff:ffff:ffff:ffff,2603:f84f:8000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
2a0b:6786:8000::,2a0b:6786:bfff:ffff:ffff:ffff:ffff:ffff,2a0b:6786:8000::,AS29262,idealhosting.net.tr,Ideal Hosting Teknoloji A.S.,hosting,TR
2c0e:2a06::,2c0e:2a06:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:2a06::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
203.34.27.0,203.34.27.255,203.34.0.0,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
217.16.232.0,217.16.232.255,217.16.0.0,AS8544,primetel.com.cy,Primetel PLC,isp,CY
2408:421a:8000::,2408:421a:bfff:ffff:ffff:ffff:ffff:ffff,2408:421a:8000::,AS37963,alibabagroup.com,"Hangzhou Alibaba Advertising Co.,Ltd.",hosting,CN
240d:46c9::,240d:46c9:3fff:ffff:ffff:ffff:ffff:ffff,240d:46c9::,AS133111,cernet.com,"CERNET New Technology Co., Ltd",isp,CN
2a01:2e84:4000::,2a01:2e84:7fff:ffff:ffff:ffff:ffff:ffff,2a01:2e84:4000::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
2c0e:ad2:8000::,2c0e:ad2:bfff:ffff:ffff:ffff:ffff:ffff,2c0e:ad2:8000::,AS24863,link.net,Link Egypt (Link.NET),isp,EG
199.74.175.0,199.74.175.255,199.74.0.0,AS13649,viawest.com,Flexential Colorado Corp.,isp,US
58.27.128.0,58.27.142.255,58.27.0.0,AS38264,wateen.com,National WiMAX/IMS environment,isp,PK
12.19.0.0,12.19.44.255,12.19.0.0,AS7018,att.com,"AT&T Services, Inc.",isp,US
176.122.88.0,176.122.95.255,176.122.0.0,AS44668,znet.com.ua,Zubko Volodymyr Viktorovych,isp,UA
2a0e:5f47:c000::,2a0e:5f47:ffff:ffff:ffff:ffff:ffff:ffff,2a0e:5f47:c000::,AS41529,mediaserve.nl,MediaServe International B.V.,business,NL
2003:d0c:c000::,2003:d0c:ffff:ffff:ffff:ffff:ffff:ffff,2003:d0c:c000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2400:2c25:8000::,2400:2c25:bfff:ffff:ffff:ffff:ffff:ffff,2400:2c25:8000::,AS17676,softbank.jp,Softbank BB Corp.,isp,JP
2a0d:e5c3:4000::,2a0d:e5c3:7fff:ffff:ffff:ffff:ffff:ffff,2a0d:e5c3:4000::,AS60781,leaseweb.com,LeaseWeb Netherlands B.V.,hosting,NL
28.43.0.0,28.43.255.255,28.43.0.0,AS749,mail.mil,DoD Network Information Center,isp,US
2001:da8:d00d::,2001:da8:d023:ffff:ffff:ffff:ffff:ffff,2001:da8:c000::,AS24359,cernet.edu.cn,CERNET2 IX at Central South University,education,CN
2a05:7c05:8000::,2a05:7c05:bfff:ffff:ffff:ffff:ffff:ffff,2a05:7c05:8000::,AS201236,netcast.rs,NETCAST DOO BEOGRAD,business,RS
2408:60a4:4000::,2408:60a4:7fff:ffff:ffff:ffff:ffff:ffff,2408:60a4:4000::,AS9814,fibrlink.com,"Beijing FibrLINK Networks Co.,Ltd.",isp,CN
2a01:2b59::,2a01:2b59:3fff:ffff:ffff:ffff:ffff:ffff,2a01:2b59::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
2409:84e2:8000::,2409:84e2:bfff:ffff:ffff:ffff:ffff:ffff,2409:84e2:8000::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
193.133.54.0,193.133.54.255,193.133.0.0,AS1689,ans.net,ANS Communications,business,US
240e:670::,240e:670:3fff:ffff:ffff:ffff:ffff:ffff,240e:670::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
199.233.217.0,199.233.217.255,199.233.0.0,AS23310,tastylime.net,TASTY LIME,business,US
2c0f:f800:c000::,2c0f:f800:ffff:ffff:ffff:ffff:ffff:ffff,2c0f:f800:c000::,AS37053,rsaweb.co.za,RSAWEB (PTY) LTD,isp,ZA
2409:439e:8000::,2409:439e:bfff:ffff:ffff:ffff:ffff:ffff,2409:439e:8000::,AS55836,jio.com,Reliance Jio Infocomm Limited,isp,IN
193.108.29.0,193.108.29.255,193.108.0.0,AS24921,lmt.lv,Latvijas Mobilais Telefons SIA,isp,LV
2a12:6e40:8000::,2a12:6e40:bfff:ffff:ffff:ffff:ffff:ffff,2a12:6e40:8000::,AS209114,as209114.net,Luiz Fernando Ribeiro Amaral,business,DE
2408:426a:c000::,2408:426a:ffff:ffff:ffff:ffff:ffff:ffff,2408:426a:c000::,AS37963,alibabagroup.com,"Hangzhou Alibaba Advertising Co.,Ltd.",hosting,CN
2a00:185:8000::,2a00:185:bfff:ffff:ffff:ffff:ffff:ffff,2a00:185:8000::,AS3209,vodafone.de,Vodafone GmbH,isp,DE
2003:a0c:8000::,2003:a0c:bfff:ffff:ffff:ffff:ffff:ffff,2003:a0c:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
194.176.185.0,194.176.185.255,194.176.0.0,AS16157,stnet.ro,STARNETIS S.R.L.,business,RO
2a06:1004:4000::,2a06:1004:7fff:ffff:ffff:ffff:ffff:ffff,2a06:1004:4000::,AS35041,binero.se,Binero AB,hosting,SE
64.84.83.0,64.84.83.255,64.84.0.0,AS22712,poshmark.com,POSHMARK Inc.,business,US
2603:ffa4:8000::,2603:ffa4:bfff:ffff:ffff:ffff:ffff:ffff,2603:ffa4:8000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
2c0e:2060:4000::,2c0e:2060:7fff:ffff:ffff:ffff:ffff:ffff,2c0e:2060:4000::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
2a01:2418:8000::,2a01:2418:bfff:ffff:ffff:ffff:ffff:ffff,2a01:2418:8000::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
2a0f:e0c7:4000::,2a0f:e0c7:7fff:ffff:ffff:ffff:ffff:ffff,2a0f:e0c7:4000::,AS7203,leaseweb.com,"Leaseweb USA, Inc.",hosting,US
2a04:f603:4000::,2a04:f603:7fff:ffff:ffff:ffff:ffff:ffff,2a04:f603:4000::,AS200435,titandc.net,Titan DataCenters France SAS,hosting,FR
2.16.0.0,2.16.2.255,2.16.0.0,AS20940,akamai.com,Akamai International B.V.,isp,NL
2408:41e2:c000::,2408:41e2:ffff:ffff:ffff:ffff:ffff:ffff,2408:41e2:c000::,AS37963,alibabagroup.com,"Hangzhou Alibaba Advertising Co.,Ltd.",hosting,CN
240c:c28c:8000::,240c:c28c:bfff:ffff:ffff:ffff:ffff:ffff,240c:c28c:8000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
2c0e:49d::,2c0e:49d:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:49d::,AS24863,link.net,Link Egypt (Link.NET),isp,EG
2a10:7cc3::,2a10:7cc3:3fff:ffff:ffff:ffff:ffff:ffff,2a10:7cc3::,AS201086,serverplus.com.tr,Mahsum Celik trading as ServerPlusInternet Sunucu Hizmetleri,business,TR
2001:b235:4000::,2001:b235:7fff:ffff:ffff:ffff:ffff:ffff,2001:b235:4000::,AS3462,hinet.net,Data Communication Business Group,isp,TW
2400:2dc4:4000::,2400:2dc4:7fff:ffff:ffff:ffff:ffff:ffff,2400:2dc4:4000::,AS17676,softbank.jp,Softbank BB Corp.,isp,JP
216.129.242.0,216.129.245.255,216.129.0.0,AS33339,nemont.coop,Nemont,isp,US
2a01:12bd::,2a01:12bd:3fff:ffff:ffff:ffff:ffff:ffff,2a01:12bd::,AS5617,orange.pl,Orange Polska Spolka Akcyjna,isp,PL
240c:cb7d::,240c:cb7d:3fff:ffff:ffff:ffff:ffff:ffff,240c:cb7d::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
218.100.67.0,218.100.67.255,218.100.0.0,AS45680,dova.co.jp,DOVA Corporation,business,JP
2400:26d5:c000::,2400:26d5:ffff:ffff:ffff:ffff:ffff:ffff,2400:26d5:c000::,AS17676,softbank.jp,Softbank BB Corp.,isp,JP
103.78.140.0,103.78.143.255,103.78.0.0,AS9341,iconpln.net.id,PT Indonesia Comnets Plus,isp,ID
218.231.16.0,218.231.31.255,218.231.0.0,AS2522,nic.ad.jp,Japan Network Information Center,business,JP
2804:7484::,2804:7484:3fff:ffff:ffff:ffff:ffff:ffff,2804:7484::,AS270986,,Khromos Net Servicos de Comunicacao LTDA,hosting,BR
2a0c:1585:8000::,2a0c:1585:bfff:ffff:ffff:ffff:ffff:ffff,2a0c:1585:8000::,AS204860,netx.as,NetX Networks a.s.,business,CZ
2001:4645::,2001:4645:3fff:ffff:ffff:ffff:ffff:ffff,2001:4645::,AS2119,telenor.no,Telenor Norge AS,isp,NO
198.6.203.0,198.6.254.255,198.6.0.0,AS701,verizonbusiness.com,Verizon Business,isp,US
2c0e:2d6c:4000::,2c0e:2d6c:7fff:ffff:ffff:ffff:ffff:ffff,2c0e:2d6c:4000::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
2c0e:227b:4000::,2c0e:227b:7fff:ffff:ffff:ffff:ffff:ffff,2c0e:227b:4000::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
77.95.184.0,77.95.184.255,77.95.0.0,AS41965,mts.am,MTS Armenia CJSC,isp,AM
2800:2813:4000::,2800:2813:7fff:ffff:ffff:ffff:ffff:ffff,2800:2813:4000::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
2.58.12.0,2.58.13.255,2.58.0.0,AS203020,hostroyale.com,HostRoyale Technologies Pvt Ltd,hosting,IN
240e:38b:4000::,240e:38b:7fff:ffff:ffff:ffff:ffff:ffff,240e:38b:4000::,AS4812,chinatelecom.com.cn,China Telecom (Group),isp,CN
2601:226:c000::,2601:226:ffff:ffff:ffff:ffff:ffff:ffff,2601:226:c000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a0f:c944::,2a0f:c944:3fff:ffff:ffff:ffff:ffff:ffff,2a0f:c944::,AS210107,plusweb.com.tr,PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,business,TR
2a03:de40::,2a03:de40:3fff:ffff:ffff:ffff:ffff:ffff,2a03:de40::,AS21057,overon.es,Servicios Audiovisuales Overon S.L.,business,ES
193.95.89.0,193.95.89.255,193.95.0.0,AS2609,tunisietelecom.tn,Tunisia BackBone AS,isp,TN
240a:a3cc::,240a:a3cc:3fff:ffff:ffff:ffff:ffff:ffff,240a:a3cc::,AS143622,,,inactive,
2601:7dd::,2601:7dd:3fff:ffff:ffff:ffff:ffff:ffff,2601:7dd::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2803:f340:c000::,2803:f340:ffff:ffff:ffff:ffff:ffff:ffff,2803:f340:c000::,AS14754,claro.com.gt,Telgua,isp,GT
2a12:b343:c000::,2a12:b343:ffff:ffff:ffff:ffff:ffff:ffff,2a12:b343:c000::,AS59829,aryel.it,Aryel srls,business,IT
59.187.0.0,59.187.191.255,59.187.0.0,AS3786,uplus.co.kr,LG DACOM Corporation,isp,KR
240a:a53f:8000::,240a:a53f:bfff:ffff:ffff:ffff:ffff:ffff,240a:a53f:8000::,AS143993,,,inactive,
2603:273a::,2603:273a:3fff:ffff:ffff:ffff:ffff:ffff,2603:273a::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
194.138.245.0,194.138.245.255,194.138.0.0,AS9805,siemens.com.cn,SIEMENS LTD. CHINA,business,CN
2607:b600:11::,2607:b600:11:ffff:ffff:ffff:ffff:ffff,2607:b600::,AS25645,momentumtelecom.com,"Momentum Telecom, Inc.",isp,US
2409:8cee:4000::,2409:8cee:7fff:ffff:ffff:ffff:ffff:ffff,2409:8cee:4000::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
200.46.133.0,200.46.133.255,200.46.0.0,AS18809,cableonda.com,Cable Onda,isp,PA
2603:206f:4000::,2603:206f:7fff:ffff:ffff:ffff:ffff:ffff,2603:206f:4000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a06:ac01:c000::,2a06:ac01:ffff:ffff:ffff:ffff:ffff:ffff,2a06:ac01:c000::,AS41405,altinea.fr,Altinea SAS,business,FR
63.151.154.0,63.151.154.255,63.151.0.0,AS10753,level3.com,"Level 3 Parent, LLC",isp,US
2600:6867::,2600:6867:3fff:ffff:ffff:ffff:ffff:ffff,2600:6867::,AS7155,viasat.com,"ViaSat,Inc.",isp,US
2400:2039::,2400:2039:3fff:ffff:ffff:ffff:ffff:ffff,2400:2039::,AS17676,softbank.jp,Softbank BB Corp.,isp,JP
46.173.128.0,46.173.159.255,46.173.0.0,AS34743,nashnet.ua,NASHNET LTD,isp,UA
2400:2e83:c000::,2400:2e83:ffff:ffff:ffff:ffff:ffff:ffff,2400:2e83:c000::,AS17676,softbank.jp,Softbank BB Corp.,isp,JP
50.237.80.0,50.237.80.255,50.237.0.0,AS54568,brandywineglobal.com,Brandywine Global Investments,business,US
240c:cad3:8000::,240c:cad3:bfff:ffff:ffff:ffff:ffff:ffff,240c:cad3:8000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
240e:6fb:8000::,240e:6fb:bfff:ffff:ffff:ffff:ffff:ffff,240e:6fb:8000::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
2c0e:d6d::,2c0e:d6d:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:d6d::,AS24863,link.net,Link Egypt (Link.NET),isp,EG
240e:5d5::,240e:5d5:3fff:ffff:ffff:ffff:ffff:ffff,240e:5d5::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
180.178.65.0,180.178.65.255,180.178.0.0,AS7474,optus.com.au,SingTel Optus Pty Ltd,isp,AU
2001:1dc9::,2001:1dc9:3fff:ffff:ffff:ffff:ffff:ffff,2001:1dc9::,AS33915,vodafone.nl,Vodafone Libertel B.V.,isp,NL
28.148.0.0,28.148.255.255,28.148.0.0,AS749,mail.mil,DoD Network Information Center,isp,US
2a0c:9280:c000::,2a0c:9280:ffff:ffff:ffff:ffff:ffff:ffff,2a0c:9280:c000::,AS42316,metisim.com,Metisim Technologies Ltd,business,IL
2001:4cd8::,2001:4cd8:3fff:ffff:ffff:ffff:ffff:ffff,2001:4cd8::,AS8319,nethinks.com,NETHINKS GmbH,isp,DE
2a09:d980::,2a09:d980:3fff:ffff:ffff:ffff:ffff:ffff,2a09:d980::,AS209681,dce.bg,Deltacom Electronics Ltd.,business,BG
64.38.96.0,64.38.103.255,64.38.0.0,AS41357,34sp.com,34SP.com Limited,hosting,GB
5.23.40.0,5.23.47.255,5.23.0.0,AS13193,keyyo.com,KEYYO SA,isp,FR
2800:25a0:8000::,2800:25a0:bfff:ffff:ffff:ffff:ffff:ffff,2800:25a0:8000::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
2a07:aa05::,2a07:aa05:3fff:ffff:ffff:ffff:ffff:ffff,2a07:aa05::,AS3549,lumen.com,"Level 3 Parent, LLC",isp,US
2400:23b4:4000::,2400:23b4:7fff:ffff:ffff:ffff:ffff:ffff,2400:23b4:4000::,AS17676,softbank.jp,Softbank BB Corp.,isp,JP
103.195.255.0,103.195.255.255,103.195.0.0,AS138283,airliveindia.com,SPEED AIRLIVE BROADBAND SERVICES PVT LTD,business,IN
2409:8c58:8000::,2409:8c58:bfff:ffff:ffff:ffff:ffff:ffff,2409:8c58:8000::,AS56040,chinamobile.com,China Mobile communications corporation,isp,CN
160.20.156.0,160.20.159.255,160.20.0.0,AS50340,selectel.com,OOO Network of data-centers Selectel,hosting,RU
2a01:6dc0::,2a01:6dc0:3fff:ffff:ffff:ffff:ffff:ffff,2a01:6dc0::,AS204467,airstream.md,AIRSTREAM SRL,isp,MD
12.43.10.0,12.43.11.255,12.43.0.0,AS2386,att.com,AT&T Data Communications Services,isp,US
2a05:9c05:4000::,2a05:9c05:7fff:ffff:ffff:ffff:ffff:ffff,2a05:9c05:4000::,AS47626,timernet.ru,"Timer, LLC",isp,RU
2600:14fb:4000::,2600:14fb:7fff:ffff:ffff:ffff:ffff:ffff,2600:14fb:4000::,AS20940,akamai.com,Akamai International B.V.,isp,NL
2a07:4340::,2a07:4340:3fff:ffff:ffff:ffff:ffff:ffff,2a07:4340::,AS200612,gbiinc.com,Gulf Bridge International Inc.,isp,VG
2408:820b::,2408:820b:3fff:ffff:ffff:ffff:ffff:ffff,2408:820b::,AS4808,chinaunicom.cn,China Unicom Beijing Province Network,isp,CN
2408:401e:4000::,2408:401e:7fff:ffff:ffff:ffff:ffff:ffff,2408:401e:4000::,AS37963,alibabagroup.com,"Hangzhou Alibaba Advertising Co.,Ltd.",hosting,CN
2a07:fc2::,2a07:fc2:3fff:ffff:ffff:ffff:ffff:ffff,2a07:fc2::,AS203322,eimskip.is,Eimskip Island ehf,business,IS
91.213.224.0,91.213.224.255,91.213.0.0,AS49952,bluestonepim.com,Bluestone AS,business,NO
240a:aee2:4000::,240a:aee2:7fff:ffff:ffff:ffff:ffff:ffff,240a:aee2:4000::,AS146460,,,inactive,
240e:220:c000::,240e:220:ffff:ffff:ffff:ffff:ffff:ffff,240e:220:c000::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
2003:718::,2003:718:3fff:ffff:ffff:ffff:ffff:ffff,2003:718::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2c0e:cc2:8000::,2c0e:cc2:bfff:ffff:ffff:ffff:ffff:ffff,2c0e:cc2:8000::,AS24863,link.net,Link Egypt (Link.NET),isp,EG
2001:2326:4000::,2001:2326:7fff:ffff:ffff:ffff:ffff:ffff,2001:2326:4000::,AS1299,teliacompany.com,Telia Company AB,isp,SE
192.31.174.0,192.31.174.255,192.31.0.0,AS749,mail.mil,DoD Network Information Center,isp,US
165.73.136.0,165.73.139.255,165.73.0.0,AS328888,orcatech.co.za,ORCA TECHNOLOGIES (PTY) LTD,isp,ZA
2409:8211::,2409:8211:3fff:ffff:ffff:ffff:ffff:ffff,2409:8211::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
193.203.202.0,193.203.202.255,193.203.0.0,AS43624,pq.hosting,PQ HOSTING S.R.L.,hosting,MD
2603:f80a:4000::,2603:f80a:7fff:ffff:ffff:ffff:ffff:ffff,2603:f80a:4000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
178.208.64.0,178.208.95.255,178.208.0.0,AS210079,eurobyte.ru,EuroByte LLC,hosting,RU
2a10:4ec4:8000::,2a10:4ec4:bfff:ffff:ffff:ffff:ffff:ffff,2a10:4ec4:8000::,AS57353,vitroconnect.de,vitroconnect GmbH,isp,DE
2001:559:c11e::,2001:559:c11e:ffff:ffff:ffff:ffff:ffff,2001:559:c000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2800:24b3::,2800:24b3:3fff:ffff:ffff:ffff:ffff:ffff,2800:24b3::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
2a01:13a7::,2a01:13a7:3fff:ffff:ffff:ffff:ffff:ffff,2a01:13a7::,AS5617,orange.pl,Orange Polska Spolka Akcyjna,isp,PL
120.89.90.0,120.89.91.255,120.89.0.0,AS135477,nusantara.net.id,PT. Java Digital Nusantara,isp,ID
2a0f:e881:c000::,2a0f:e881:ffff:ffff:ffff:ffff:ffff:ffff,2a0f:e881:c000::,AS6898,c41.ch,AS5398 SA,isp,CH
